LOCALITA',STAZIONE,STATO,SPECIE,PARAMETRO,TIPO DATO,UNITA' DI MISURA,DATA,ANNO,MESE,DATO,LATITUDINE,LONGITUDINE,CHIAVE
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,copertura cielo,ambientali,decimi,17/08/2010,2010,8,4,45.64816666666667,13.753766666666667,11624040721
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,intensità vento,ambientali,m/s,17/08/2010,2010,8,2,45.64816666666667,13.753766666666667,11624040723
Barcola - Trieste,ex CEDAS,attiva,,temperatura aria,ambientali,°C,17/08/2010,2010,8,"26,5",45.68695,13.745716666666667,11634040720
Barcola - Trieste,ex CEDAS,attiva,,copertura cielo,ambientali,decimi,17/08/2010,2010,8,2,45.68695,13.745716666666667,11634040721
Barcola - Trieste,ex CEDAS,attiva,,intensità vento,ambientali,m/s,17/08/2010,2010,8,2,45.68695,13.745716666666667,11634040723
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,temperatura aria,ambientali,°C,18/08/2010,2010,8,28,45.74101666666667,13.668983333333333,11654040820
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,copertura cielo,ambientali,decimi,18/08/2010,2010,8,9,45.74101666666667,13.668983333333333,11654040821
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,intensità vento,ambientali,m/s,18/08/2010,2010,8,0,45.74101666666667,13.668983333333333,11654040823
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,temperatura aria,ambientali,°C,18/08/2010,2010,8,"28,2",45.749116666666666,13.655783333333334,11664040820
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,copertura cielo,ambientali,decimi,18/08/2010,2010,8,7,45.749116666666666,13.655783333333334,11664040821
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,intensità vento,ambientali,m/s,18/08/2010,2010,8,0,45.749116666666666,13.655783333333334,11664040823
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,temperatura aria,ambientali,°C,18/08/2010,2010,8,"26,5",45.76743333333334,13.6308,11674040820
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,copertura cielo,ambientali,decimi,18/08/2010,2010,8,5,45.76743333333334,13.6308,11674040821
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,intensità vento,ambientali,m/s,18/08/2010,2010,8,"4,5",45.76743333333334,13.6308,11674040823
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,temperatura aria,ambientali,°C,18/08/2010,2010,8,"25,9",45.78403333333333,13.545166666666667,11694040820
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,copertura cielo,ambientali,decimi,18/08/2010,2010,8,2,45.78403333333333,13.545166666666667,11694040821
Grignano - Trieste,Diga porto,dismessa,,salinità,idrologici,psu,04/06/2009,2009,6,"36,81",45.7051,13.710883333333333,11643996813
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,intensità vento,ambientali,m/s,18/08/2010,2010,8,5,45.78403333333333,13.545166666666667,11694040823
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,temperatura aria,ambientali,°C,19/08/2010,2010,8,28,45.76586666666667,13.527766666666666,11704040920
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,copertura cielo,ambientali,decimi,19/08/2010,2010,8,3,45.76586666666667,13.527766666666666,11704040921
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,intensità vento,ambientali,m/s,19/08/2010,2010,8,"3,6",45.76586666666667,13.527766666666666,11704040923
Grado,Spiaggia - Lido del Carabiniere,dismessa,,temperatura aria,ambientali,°C,19/08/2010,2010,8,"26,8",45.6865,13.4451,11714040920
Grado,Spiaggia - Lido del Carabiniere,dismessa,,copertura cielo,ambientali,decimi,19/08/2010,2010,8,3,45.6865,13.4451,11714040921
Grado,Spiaggia - Lido del Carabiniere,dismessa,,intensità vento,ambientali,m/s,19/08/2010,2010,8,6,45.6865,13.4451,11714040923
Lignano Sabbiadoro,Spiaggia,dismessa,,temperatura aria,ambientali,°C,19/08/2010,2010,8,22,45.66175,13.10955,11734040920
Lignano Sabbiadoro,Spiaggia,dismessa,,copertura cielo,ambientali,decimi,19/08/2010,2010,8,2,45.66175,13.10955,11734040921
Lignano Sabbiadoro,Spiaggia,dismessa,,intensità vento,ambientali,m/s,19/08/2010,2010,8,"2,5",45.66175,13.10955,11734040923
Punta Sottile - Muggia,Terrazza mare,attiva,,temperatura aria,ambientali,°C,14/09/2010,2010,9,"25,8",45.60555,13.72195,11614043520
Punta Sottile - Muggia,Terrazza mare,attiva,,copertura cielo,ambientali,decimi,14/09/2010,2010,9,1,45.60555,13.72195,11614043521
Punta Sottile - Muggia,Terrazza mare,attiva,,intensità vento,ambientali,m/s,14/09/2010,2010,9,5,45.60555,13.72195,11614043523
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,temperatura aria,ambientali,°C,14/09/2010,2010,9,"25,2",45.64816666666667,13.753766666666667,11624043520
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,copertura cielo,ambientali,decimi,14/09/2010,2010,9,0,45.64816666666667,13.753766666666667,11624043521
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,intensità vento,ambientali,m/s,14/09/2010,2010,9,4,45.64816666666667,13.753766666666667,11624043523
Barcola - Trieste,ex CEDAS,attiva,,temperatura aria,ambientali,°C,14/09/2010,2010,9,22,45.68695,13.745716666666667,11634043520
Barcola - Trieste,ex CEDAS,attiva,,copertura cielo,ambientali,decimi,14/09/2010,2010,9,0,45.68695,13.745716666666667,11634043521
Barcola - Trieste,ex CEDAS,attiva,,intensità vento,ambientali,m/s,14/09/2010,2010,9,3,45.68695,13.745716666666667,11634043523
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,temperatura aria,ambientali,°C,15/09/2010,2010,9,"23,2",45.74101666666667,13.668983333333333,11654043620
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,copertura cielo,ambientali,decimi,15/09/2010,2010,9,3,45.74101666666667,13.668983333333333,11654043621
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,intensità vento,ambientali,m/s,15/09/2010,2010,9,0,45.74101666666667,13.668983333333333,11654043623
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,temperatura aria,ambientali,°C,15/09/2010,2010,9,"22,4",45.749116666666666,13.655783333333334,11664043620
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,copertura cielo,ambientali,decimi,15/09/2010,2010,9,3,45.749116666666666,13.655783333333334,11664043621
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,intensità vento,ambientali,m/s,15/09/2010,2010,9,0,45.749116666666666,13.655783333333334,11664043623
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,temperatura aria,ambientali,°C,15/09/2010,2010,9,"25,8",45.76743333333334,13.6308,11674043620
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,copertura cielo,ambientali,decimi,15/09/2010,2010,9,4,45.76743333333334,13.6308,11674043621
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,intensità vento,ambientali,m/s,15/09/2010,2010,9,"2,2",45.76743333333334,13.6308,11674043623
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,temperatura aria,ambientali,°C,15/09/2010,2010,9,25,45.78403333333333,13.545166666666667,11694043620
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,copertura cielo,ambientali,decimi,15/09/2010,2010,9,3,45.78403333333333,13.545166666666667,11694043621
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,intensità vento,ambientali,m/s,15/09/2010,2010,9,"2,2",45.78403333333333,13.545166666666667,11694043623
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,temperatura aria,ambientali,°C,16/09/2010,2010,9,25,45.76586666666667,13.527766666666666,11704043720
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,copertura cielo,ambientali,decimi,16/09/2010,2010,9,9,45.76586666666667,13.527766666666666,11704043721
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,intensità vento,ambientali,m/s,16/09/2010,2010,9,7,45.76586666666667,13.527766666666666,11704043723
Grado,Spiaggia - Lido del Carabiniere,dismessa,,temperatura aria,ambientali,°C,16/09/2010,2010,9,"23,8",45.6865,13.4451,11714043720
Grado,Spiaggia - Lido del Carabiniere,dismessa,,copertura cielo,ambientali,decimi,16/09/2010,2010,9,8,45.6865,13.4451,11714043721
Grado,Spiaggia - Lido del Carabiniere,dismessa,,intensità vento,ambientali,m/s,16/09/2010,2010,9,"5,8",45.6865,13.4451,11714043723
Grado,Spiaggia - Lido del Carabiniere,dismessa,,altezza onda,ambientali,m,16/09/2010,2010,9,"0,50",45.6865,13.4451,11714043724
Lignano Sabbiadoro,Spiaggia,dismessa,,temperatura aria,ambientali,°C,16/09/2010,2010,9,25,45.66175,13.10955,11734043720
Lignano Sabbiadoro,Spiaggia,dismessa,,copertura cielo,ambientali,decimi,16/09/2010,2010,9,8,45.66175,13.10955,11734043721
Lignano Sabbiadoro,Spiaggia,dismessa,,intensità vento,ambientali,m/s,16/09/2010,2010,9,"4,5",45.66175,13.10955,11734043723
Punta Sottile - Muggia,Terrazza mare,attiva,,temperatura aria,ambientali,°C,18/05/2011,2011,5,"26,8",45.60555,13.72195,11614068120
Punta Sottile - Muggia,Terrazza mare,attiva,,copertura cielo,ambientali,decimi,18/05/2011,2011,5,1,45.60555,13.72195,11614068121
Punta Sottile - Muggia,Terrazza mare,attiva,,intensità vento,ambientali,m/s,18/05/2011,2011,5,"4,0",45.60555,13.72195,11614068123
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,temperatura aria,ambientali,°C,18/05/2011,2011,5,"26,4",45.64816666666667,13.753766666666667,11624068120
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,copertura cielo,ambientali,decimi,18/05/2011,2011,5,1,45.64816666666667,13.753766666666667,11624068121
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,intensità vento,ambientali,m/s,18/05/2011,2011,5,"5,0",45.64816666666667,13.753766666666667,11624068123
Barcola - Trieste,ex CEDAS,attiva,,temperatura aria,ambientali,°C,18/05/2011,2011,5,"25,0",45.68695,13.745716666666667,11634068120
Barcola - Trieste,ex CEDAS,attiva,,copertura cielo,ambientali,decimi,18/05/2011,2011,5,1,45.68695,13.745716666666667,11634068121
Barcola - Trieste,ex CEDAS,attiva,,intensità vento,ambientali,m/s,18/05/2011,2011,5,"10,5",45.68695,13.745716666666667,11634068123
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,temperatura aria,ambientali,°C,17/05/2011,2011,5,"16,0",45.74101666666667,13.668983333333333,11654068020
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,copertura cielo,ambientali,decimi,17/05/2011,2011,5,10,45.74101666666667,13.668983333333333,11654068021
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,intensità vento,ambientali,m/s,17/05/2011,2011,5,"2,0",45.74101666666667,13.668983333333333,11654068023
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,temperatura aria,ambientali,°C,16/05/2011,2011,5,"15,0",45.749116666666666,13.655783333333334,11664067920
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,copertura cielo,ambientali,decimi,16/05/2011,2011,5,4,45.749116666666666,13.655783333333334,11664067921
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,intensità vento,ambientali,m/s,16/05/2011,2011,5,"1,0",45.749116666666666,13.655783333333334,11664067923
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,temperatura aria,ambientali,°C,17/05/2011,2011,5,"20,2",45.76743333333334,13.6308,11674068020
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,copertura cielo,ambientali,decimi,17/05/2011,2011,5,4,45.76743333333334,13.6308,11674068021
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,intensità vento,ambientali,m/s,17/05/2011,2011,5,"2,2",45.76743333333334,13.6308,11674068023
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,temperatura aria,ambientali,°C,17/05/2011,2011,5,"27,0",45.78403333333333,13.545166666666667,11694068020
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,copertura cielo,ambientali,decimi,17/05/2011,2011,5,3,45.78403333333333,13.545166666666667,11694068021
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,intensità vento,ambientali,m/s,17/05/2011,2011,5,"2,1",45.78403333333333,13.545166666666667,11694068023
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,temperatura aria,ambientali,°C,19/05/2011,2011,5,"27,8",45.76586666666667,13.527766666666666,11704068220
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,copertura cielo,ambientali,decimi,19/05/2011,2011,5,3,45.76586666666667,13.527766666666666,11704068221
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,intensità vento,ambientali,m/s,19/05/2011,2011,5,"6,5",45.76586666666667,13.527766666666666,11704068223
Grado,Spiaggia - Lido del Carabiniere,dismessa,,temperatura aria,ambientali,°C,19/05/2011,2011,5,"24,8",45.6865,13.4451,11714068220
Grado,Spiaggia - Lido del Carabiniere,dismessa,,copertura cielo,ambientali,decimi,19/05/2011,2011,5,2,45.6865,13.4451,11714068221
Grado,Spiaggia - Lido del Carabiniere,dismessa,,intensità vento,ambientali,m/s,19/05/2011,2011,5,"5,5",45.6865,13.4451,11714068223
Lignano Sabbiadoro,Spiaggia,dismessa,,temperatura aria,ambientali,°C,19/05/2011,2011,5,"22,4",45.66175,13.10955,11734068220
Lignano Sabbiadoro,Spiaggia,dismessa,,copertura cielo,ambientali,decimi,19/05/2011,2011,5,0,45.66175,13.10955,11734068221
Lignano Sabbiadoro,Spiaggia,dismessa,,intensità vento,ambientali,m/s,19/05/2011,2011,5,"2,8",45.66175,13.10955,11734068223
Punta Sottile - Muggia,Terrazza mare,attiva,,temperatura aria,ambientali,°C,15/06/2011,2011,6,"26,2",45.60555,13.72195,11614070920
Punta Sottile - Muggia,Terrazza mare,attiva,,copertura cielo,ambientali,decimi,15/06/2011,2011,6,3,45.60555,13.72195,11614070921
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/l,14/09/2010,2010,9,0,45.68695,13.745716666666667,1163404354
Punta Sottile - Muggia,Terrazza mare,attiva,,intensità vento,ambientali,m/s,15/06/2011,2011,6,"3,0",45.60555,13.72195,11614070923
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,temperatura aria,ambientali,°C,15/06/2011,2011,6,"28,6",45.64816666666667,13.753766666666667,11624070920
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,copertura cielo,ambientali,decimi,15/06/2011,2011,6,1,45.64816666666667,13.753766666666667,11624070921
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,intensità vento,ambientali,m/s,15/06/2011,2011,6,"1,5",45.64816666666667,13.753766666666667,11624070923
Barcola - Trieste,ex CEDAS,attiva,,temperatura aria,ambientali,°C,15/06/2011,2011,6,"28,0",45.68695,13.745716666666667,11634070920
Barcola - Trieste,ex CEDAS,attiva,,copertura cielo,ambientali,decimi,15/06/2011,2011,6,1,45.68695,13.745716666666667,11634070921
Barcola - Trieste,ex CEDAS,attiva,,intensità vento,ambientali,m/s,15/06/2011,2011,6,"4,5",45.68695,13.745716666666667,11634070923
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,temperatura aria,ambientali,°C,17/06/2011,2011,6,"28,0",45.74101666666667,13.668983333333333,11654071120
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,copertura cielo,ambientali,decimi,17/06/2011,2011,6,3,45.74101666666667,13.668983333333333,11654071121
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,intensità vento,ambientali,m/s,17/06/2011,2011,6,"0,0",45.74101666666667,13.668983333333333,11654071123
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,temperatura aria,ambientali,°C,17/06/2011,2011,6,"28,0",45.749116666666666,13.655783333333334,11664071120
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,copertura cielo,ambientali,decimi,17/06/2011,2011,6,7,45.749116666666666,13.655783333333334,11664071121
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,intensità vento,ambientali,m/s,17/06/2011,2011,6,"0,0",45.749116666666666,13.655783333333334,11664071123
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,temperatura aria,ambientali,°C,17/06/2011,2011,6,"26,0",45.76743333333334,13.6308,11674071120
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,copertura cielo,ambientali,decimi,17/06/2011,2011,6,7,45.76743333333334,13.6308,11674071121
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,intensità vento,ambientali,m/s,17/06/2011,2011,6,"1,0",45.76743333333334,13.6308,11674071123
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,temperatura aria,ambientali,°C,17/06/2011,2011,6,"24,5",45.78403333333333,13.545166666666667,11694071120
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,copertura cielo,ambientali,decimi,17/06/2011,2011,6,9,45.78403333333333,13.545166666666667,11694071121
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,intensità vento,ambientali,m/s,17/06/2011,2011,6,"0,0",45.78403333333333,13.545166666666667,11694071123
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,temperatura aria,ambientali,°C,14/06/2011,2011,6,"27,0",45.76586666666667,13.527766666666666,11704070820
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,copertura cielo,ambientali,decimi,14/06/2011,2011,6,9,45.76586666666667,13.527766666666666,11704070821
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,intensità vento,ambientali,m/s,14/06/2011,2011,6,"3,0",45.76586666666667,13.527766666666666,11704070823
Grado,Spiaggia - Lido del Carabiniere,dismessa,,temperatura aria,ambientali,°C,14/06/2011,2011,6,"27,2",45.6865,13.4451,11714070820
Grado,Spiaggia - Lido del Carabiniere,dismessa,,copertura cielo,ambientali,decimi,14/06/2011,2011,6,5,45.6865,13.4451,11714070821
Grado,Spiaggia - Lido del Carabiniere,dismessa,,intensità vento,ambientali,m/s,14/06/2011,2011,6,"4,5",45.6865,13.4451,11714070823
Lignano Sabbiadoro,Spiaggia,dismessa,,temperatura aria,ambientali,°C,14/06/2011,2011,6,"28,0",45.66175,13.10955,11734070820
Lignano Sabbiadoro,Spiaggia,dismessa,,copertura cielo,ambientali,decimi,14/06/2011,2011,6,2,45.66175,13.10955,11734070821
Lignano Sabbiadoro,Spiaggia,dismessa,,intensità vento,ambientali,m/s,14/06/2011,2011,6,"1,3",45.66175,13.10955,11734070823
Punta Sottile - Muggia,Terrazza mare,attiva,,temperatura aria,ambientali,°C,15/07/2011,2011,7,"27,8",45.60555,13.72195,11614073920
Punta Sottile - Muggia,Terrazza mare,attiva,,copertura cielo,ambientali,decimi,15/07/2011,2011,7,9,45.60555,13.72195,11614073921
Punta Sottile - Muggia,Terrazza mare,attiva,,intensità vento,ambientali,m/s,15/07/2011,2011,7,"3,5",45.60555,13.72195,11614073923
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,temperatura aria,ambientali,°C,15/07/2011,2011,7,"29,2",45.64816666666667,13.753766666666667,11624073920
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,copertura cielo,ambientali,decimi,15/07/2011,2011,7,9,45.64816666666667,13.753766666666667,11624073921
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,intensità vento,ambientali,m/s,15/07/2011,2011,7,"2,2",45.64816666666667,13.753766666666667,11624073923
Barcola - Trieste,ex CEDAS,attiva,,temperatura aria,ambientali,°C,15/07/2011,2011,7,"32,2",45.68695,13.745716666666667,11634073920
Barcola - Trieste,ex CEDAS,attiva,,copertura cielo,ambientali,decimi,15/07/2011,2011,7,9,45.68695,13.745716666666667,11634073921
Barcola - Trieste,ex CEDAS,attiva,,intensità vento,ambientali,m/s,15/07/2011,2011,7,"6,0",45.68695,13.745716666666667,11634073923
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,temperatura aria,ambientali,°C,13/07/2011,2011,7,"28,6",45.74101666666667,13.668983333333333,11654073720
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,copertura cielo,ambientali,decimi,13/07/2011,2011,7,1,45.74101666666667,13.668983333333333,11654073721
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,intensità vento,ambientali,m/s,13/07/2011,2011,7,"0,0",45.74101666666667,13.668983333333333,11654073723
